TxId,Sender,Receiver,Amount,Currency,Timestamp,Country,Purpose,Channel
6fe6ca92-c972-48ef-b328-cb08d199c3f8,GB53BQHH21340488458750,GB27WFPF46511194418408,526.29,USD,2017-03-11 21:03:08,HN,refund,mobile
dd546fa4-2697-400c-a52c-3f91de520714,GB60XMON43958044039680,GB19PKHA62242797771896,127.49,GBP,2013-11-01 03:26:00,LR,invoice payment,online
ee2f4790-8684-4822-ab88-2e1d9ca9fbff,GB78NPTH91593923678720,GB74YEMZ53458988873206,1432.04,USD,2012-06-23 23:14:33,NP,refund,mobile
bc172af1-1720-4380-9936-353c26c41cab,GB56ZMGF13770594203900,GB64TASZ72048196374609,3892.76,USD,2018-08-16 11:47:56,ZM,loan,atm
804412bb-cc34-40c8-abc1-ffd6de2ff0c4,GB47VCZN61407108388405,GB18GLTX66092472544022,3062.22,USD,1979-03-28 11:45:52,GA,crypto purchase,online
73ef9efe-2380-4685-84d9-e68caf17e1d3,GB18HEVZ24723453469726,GB16SHKG51421801368635,3844.09,USD,2015-03-26 01:26:56,BS,crypto purchase,mobile
2d5909b9-2d47-461c-bfe2-1aa1617de8c9,GB46QOZG27651401014684,GB86DYUZ85842293008303,151.12,USD,2018-05-26 06:52:43,AR,invoice payment,atm
2952e218-d6e6-4cc0-b460-53cfa45074a5,GB17SZJA93629313952720,GB96HAZE97994399630021,910.67,EUR,2018-08-25 18:46:54,MH,loan,atm
5488d8f0-54e7-4fd5-a87b-821ce7e50b46,GB93ZZMK50058831027958,GB07CITC62406246722423,518.62,EUR,1991-09-01 03:40:20,LU,loan,branch
021bbaf6-0475-4aa0-9b68-deff52a81a72,GB03QSSV02322467038975,GB07XPOU47117546588821,3093.56,EUR,2001-11-09 00:28:36,SK,salary,branch
f107e6f6-8f3b-46ef-8cde-19e83c8d94a6,GB49TLQE19435399587001,GB37JVRN84632298498496,627.05,GBP,2018-07-14 00:07:07,TJ,loan,online
8cf552bb-796d-490f-a608-a418d821e3c1,GB46QSPG28432395678226,GB87MKBX76478578719994,2225.49,USD,2005-03-08 07:24:39,BO,salary,branch
9c4af95d-1911-4437-990f-db1bc7647f43,GB35IRSK89117374006762,GB74UNFQ13219830178057,3323.78,GBP,2015-06-05 22:10:34,GD,refund,atm
67961f5f-79ee-4f05-9fbf-8e5a21a592e5,GB08OZLZ88720432435545,GB04FJYI91583385505844,3407.06,GBP,2006-07-14 16:34:20,SK,loan,mobile
819d10c7-238a-457b-984b-d502160f2568,GB38YRZD18842962127290,GB95KWLW21765964857101,2971.43,EUR,2014-11-27 06:20:20,GD,refund,atm
0fd3ef3f-5950-43e4-96fa-1024455b31fc,GB27KPSM10442090929579,GB94HYYH44463832495411,3366.53,USD,1979-03-23 20:01:31,ES,salary,mobile
18226210-238e-41e6-9389-fadd01f6c2fe,GB83IATN21866049632353,GB74WFNU28345188780460,1590.09,GBP,2006-06-04 14:55:48,NO,invoice payment,online
44e0a458-7869-4539-a718-563d9b570b82,GB40HOFM27007944442743,GB67LSWK90527205109887,4664.52,USD,1983-11-29 12:44:37,VE,salary,atm
f84f8076-3067-45e7-a759-dbbe75f4eabb,GB34PPAD88498416712472,GB91SQTG12528528078960,3182.66,USD,2006-11-09 20:25:11,NO,salary,branch
6cb7da86-8092-48dd-ac2f-25de995c2cc0,GB66NDIA90457478348061,GB63ENUV92774009542004,1282.2,GBP,2011-12-11 00:54:35,BI,gift,atm
050fe4f1-46dc-4a57-91b6-e7c5635610ab,GB26EAVR49591968135837,GB25FYNR66611899615692,3596.33,EUR,2004-03-18 04:58:15,VN,salary,mobile
de0c415b-e40d-4e72-ad84-6b9fd9dae4e2,GB26VAKM56612162662872,GB31ZVAH09754073174491,3723.52,GBP,2022-06-14 06:24:03,BS,invoice payment,mobile
d685488d-7088-46da-9ecb-06ca0996c159,GB19KIQW65169584990549,GB92ITAV88813711683127,4057.62,USD,2006-04-26 07:31:19,SO,crypto purchase,atm
155340fa-c14c-4395-b25e-6788d06858c0,GB15TZVK76547508601940,GB42PGFM22029170995377,571.55,EUR,1990-02-21 06:58:31,GN,crypto purchase,mobile
8a0e21f8-5b2d-45cb-b965-165b8f545d59,GB33YLRB58979606239916,GB26GUGE30311956325774,1209.35,GBP,2013-09-04 09:59:14,LS,loan,atm
ff6be0fa-626f-4083-ad2a-1521d0864d0d,GB13ATRX17830914465057,GB22HNOB06630893426754,4135.41,USD,2016-03-09 19:58:01,LI,crypto purchase,mobile
5ba20a6e-f604-4097-9a0c-e52bc51d8883,GB43ICDX18598833347814,GB80PRIB72948851844008,263.19,GBP,2002-10-01 07:42:54,AL,salary,atm
25287618-a590-49ff-a85e-f6dcb9ce877d,GB72JEZN93851241014316,GB64FIYL45221726264394,1394.39,EUR,2011-12-12 16:22:19,DZ,gift,mobile
8194dc8b-3e7c-4b00-bfdc-91272097d960,GB40EUTQ99264076823180,GB42GGIJ33207254534632,2027.93,GBP,1979-02-05 14:17:23,CA,salary,branch
0763e6a4-f70b-4e11-bd0e-c7269aa5fd76,GB39ECND07232090638044,GB58PORB97472003490063,4774.3,GBP,1984-12-06 15:14:11,SR,gift,mobile
8024c9cb-c3db-4a28-a87e-770a43fee18e,GB13MRNB80944032546096,GB36GULO92106807965766,4500.07,EUR,1978-01-07 18:20:36,HT,refund,online
dddd5cc2-aeb2-44ec-98be-b89caa7d19e8,GB28BLFD63720392014351,GB40BEIF74074126654550,1174.48,GBP,1986-01-28 20:07:18,OM,crypto purchase,mobile
c58d2034-eec2-44d1-9a2e-32c61313b599,GB14UGWC91374305166217,GB30LZSD68003860044365,3463.31,GBP,1990-02-22 04:43:14,VU,invoice payment,mobile
2a4ff547-3fc0-49c7-894c-2caa23c66a03,GB54IGCL46069947672739,GB29RMPD62082981052342,4718.35,EUR,1983-01-12 01:59:54,AL,invoice payment,branch
0044f964-6508-413d-8e29-ee199bd8ccc1,GB90WYBB28265090624772,GB80ANFP04525319614373,3462.7,EUR,1979-03-06 20:32:06,AM,loan,atm
def70e5c-4d78-4aaf-896c-e36f0bd1c3f0,GB52XQGV53883390337992,GB63WZZS24534292777257,3953.63,EUR,2018-12-01 13:24:50,FJ,refund,atm
